Department,Department Name,Division,Gender,Base Salary,2020 Overtime Pay,2020 Longevity Pay,Grade
POL,Department of Police,PSB 3rd District Patrol,F,59053,106.47,0,P3
POL,Department of Police,FSB Security Services Division,M,46895.28,9546.1,0,15
POL,Department of Police,MSB Communications Division,M,61190.82,9351.61,0,19
POL,Department of Police,MSB Communications Division,M,61190.82,30573.28,0,19
POL,Department of Police,MSB Communications Division,M,61190.82,5083.04,0,19
POL,Department of Police,MSB Communications Division,F,61190.82,9713.15,0,19
POL,Department of Police,MSB Communications Division,F,61190.82,12576.51,0,19
POL,Department of Police,MSB Communications Division,F,55628.02,1704.78,0,17
POL,Department of Police,MSB Communications Division,F,61190.82,14435.88,0,19
POL,Department of Police,MSB Communications Division,F,61190.82,11890.35,0,19
POL,Department of Police,MSB Information Mgmt and Tech Division Records Management Section,F,48162.8,0,0,15
POL,Department of Police,FSB Traffic Division School Safety Section,M,19689.71,0,0,10
POL,Department of Police,MSB Management and Budget Division Central Supply Section,M,77677.94,4369.57,0,19
POL,Department of Police,MSB Information Mgmt and Tech Division Telephone Reporting Section,F,54905.45,9634.51,0,18
POL,Department of Police,FSB Traffic Division Automated Traffic Enforcement Section,M,124306.6,0,0,M3
POL,Department of Police,ISB Criminal Investigations Division Crime Laboratory Section,F,78541.03,0,0,25
POL,Department of Police,FSB Traffic Division School Safety Section,F,19689.71,0,0,10
POL,Department of Police,FSB Traffic Division School Safety Section,F,19689.71,56.8,0,10
POL,Department of Police,FSB Traffic Division Automated Traffic Enforcement Section,M,58798.87,141.58,0,15
POL,Department of Police,PSB 3rd District Patrol,M,59053,1426.68,0,P3
POL,Department of Police,FSB Traffic Division School Safety Section,F,19689.71,0,0,10
POL,Department of Police,MSB Information Management and Technology Division,M,115099,0,0,26
POL,Department of Police,FSB Traffic Division School Safety Section,F,19689.71,0,0,10
POL,Department of Police,PSB 6th District Patrol,F,61120,2248.07,0,P3
POL,Department of Police,PSB 2nd District Patrol,M,61120,484.86,0,P3
POL,Department of Police,PSB 5th District Patrol,M,61120,7581.69,0,P3
POL,Department of Police,PSB 3rd District Patrol,M,67768,1515.1,0,P3
POL,Department of Police,PSB 5th District Patrol,F,61120,1652.99,0,P3
POL,Department of Police,PSB 4th District Patrol,M,61120,947.72,0,P3
POL,Department of Police,PSB 4th District Patrol,M,72595,3900.38,0,P3
POL,Department of Police,PSB 6th District Patrol,M,61120,440.78,0,P3
POL,Department of Police,MSB Training and Education Division,M,72595,8324.24,0,P3
POL,Department of Police,PSB 4th District Patrol,M,65476,2809.58,0,P3
POL,Department of Police,PSB 2nd District Patrol,F,61120,1267.29,0,P3
POL,Department of Police,PSB 2nd District Patrol,M,70139,1618.71,0,P3
POL,Department of Police,PSB 2nd District Patrol,F,61120,1939.51,0,P3
POL,Department of Police,PSB 3rd District Patrol,M,61120,5785.38,0,P3
POL,Department of Police,PSB 6th District Patrol,M,72595,2735.5,0,P3
POL,Department of Police,PSB 4th District Patrol,M,72595,2958.07,0,P3
POL,Department of Police,PSB 4th District Patrol,M,61120,14369.9,0,P3
POL,Department of Police,PSB 3rd District Patrol,F,61120,1057.89,0,P3
POL,Department of Police,PSB 4th District Patrol,M,61120,3085.57,0,P3
POL,Department of Police,PSB 3rd District Patrol,M,61120,4617.3,0,P3
POL,Department of Police,PSB 4th District Patrol,F,61120,1939.5,0,P3
POL,Department of Police,PSB 2nd District Patrol,M,72595,1007.82,0,P3
POL,Department of Police,PSB 3rd District Patrol,M,61120,6556.83,0,P3
POL,Department of Police,MSB Information Management and Technology Division,M,123296.64,0,0,28
POL,Department of Police,PSB 5th District Patrol,F,76227,8676.48,0,P4
POL,Department of Police,FSB Traffic Division School Safety Section,F,19118.69,0,0,10
POL,Department of Police,MSB Information Management and Technology Division,M,103557.56,2114.99,0,26
POL,Department of Police,MSB Personnel Division,F,59268.07,0,0,16
POL,Department of Police,MSB Communications Division,F,59121.1,13832.63,0,19
POL,Department of Police,MSB Communications Division,F,59121.1,8694,0,19
POL,Department of Police,MSB Communications Division,F,53746.45,226.1,0,19
POL,Department of Police,MSB Communications Division,F,59121.1,8113.34,0,19
POL,Department of Police,FSB Traffic Division School Safety Section,F,19023.58,0,0,10
POL,Department of Police,FSB Security Services Division,M,46533.74,6324.86,0,15
POL,Department of Police,FSB Traffic Division School Safety Section,M,19023.82,0,0,10
POL,Department of Police,MSB Training and Education Division,F,54339,0,0,P1
POL,Department of Police,PSB 3rd District Patrol,M,52500,1552.43,0,P2
POL,Department of Police,PSB 4th District Patrol,M,54339,1446.02,0,P2
POL,Department of Police,PSB 6th District Patrol,F,64009.52,2571.94,0,16
POL,Department of Police,FSB Traffic Division School Safety Section,F,19023.58,0,0,10
POL,Department of Police,MSB Communications Division,F,59121.11,7653.12,0,19
POL,Department of Police,PSB 2nd District Patrol,M,61120,6064.75,0,P3
POL,Department of Police,PSB 2nd District Patrol,M,61120,6790.57,0,P3
POL,Department of Police,PSB 2nd District Patrol,M,61120,2603.35,0,P3
POL,Department of Police,PSB 5th District Patrol,F,61120,524.48,0,P3
POL,Department of Police,PSB 4th District Patrol,M,61120,4538.62,0,P3
POL,Department of Police,PSB 3rd District Patrol,M,61120,2644.76,0,P3
POL,Department of Police,PSB 2nd District Patrol,M,61120,694.25,0,P3
POL,Department of Police,PSB 1st District Patrol,M,63260,1109.28,0,P3
POL,Department of Police,PSB 4th District Patrol,M,61120,6131.9,0,P3
POL,Department of Police,PSB 1st District Patrol,M,65476,3305.39,0,P3
POL,Department of Police,PSB 3rd District Patrol,F,61120,2177.45,0,P3
POL,Department of Police,PSB 3rd District Patrol,M,61120,3270.43,0,P3
POL,Department of Police,PSB 2nd District Patrol,M,61120,396.72,0,P3
POL,Department of Police,PSB 5th District Patrol,M,61120,3081.08,0,P3
POL,Department of Police,PSB 4th District Patrol,M,72595,4407.05,0,P3
POL,Department of Police,PSB 4th District Patrol,M,61120,7459.24,0,P3
POL,Department of Police,PSB 3rd District Patrol,M,63260,4316.1,0,P3
POL,Department of Police,PSB 4th District Patrol,M,59053,687.48,0,P3
POL,Department of Police,PSB 6th District Patrol,F,61120,5698.12,0,P3
POL,Department of Police,PSB 4th District Patrol,F,61120,2270.12,0,P3
POL,Department of Police,PSB 4th District Patrol,M,61120,1426.24,0,P3
POL,Department of Police,PSB 3rd District Patrol,M,61120,793.43,0,P3
POL,Department of Police,PSB 2nd District Patrol,F,61120,44.08,0,P3
POL,Department of Police,PSB 5th District Patrol,F,61120,727.32,0,P3
POL,Department of Police,PSB 5th District Patrol,M,61120,1432.6,0,P3
POL,Department of Police,PSB 5th District Patrol,M,61120,2700.1,0,P3
POL,Department of Police,PSB 6th District Patrol,M,61120,1256.27,0,P3
POL,Department of Police,PSB 2nd District Patrol,M,67768,1143.56,0,P3
POL,Department of Police,PSB 5th District Patrol,F,61120,256.27,0,P3
POL,Department of Police,PSB 2nd District Patrol,M,72595,4875.3,0,P3
POL,Department of Police,PSB 2nd District Station,F,49769.96,0,0,16
POL,Department of Police,MSB Management and Budget Division Central Supply Section,M,42886.5,123.72,0,13
POL,Department of Police,FSB Traffic Division School Safety Section,F,19023.58,0,0,10
POL,Department of Police,FSB Traffic Division School Safety Section,M,19023.58,0,0,10
POL,Department of Police,MSB Personnel Division Background Section,M,88459.8,0,0,21
POL,Department of Police,MSB Communications Division,M,77291.93,756.96,0,21
POL,Department of Police,ISB Criminal Investigations Division Forensic Services Section,F,61071.04,176.18,0,21
POL,Department of Police,MSB Information Management and Technology Division,F,112049.09,0,0,28
POL,Department of Police,HQ Office of the Chief,F,78902,455.22,0,18
POL,Department of Police,MSB Communications Division,F,56305.42,1100.34,0,21
POL,Department of Police,MSB Communications Division,F,56305.42,14201.21,0,19
POL,Department of Police,MSB Communications Division,F,51186.74,6014.1,0,17
POL,Department of Police,FSB Traffic Division School Safety Section,M,19025.23,0,0,10
POL,Department of Police,MSB Communications Division,F,46168.1,1614.39,0,17
POL,Department of Police,PSB 3rd District Patrol,M,67768,12741.88,0,P3
POL,Department of Police,MSB Information Management and Technology Division,M,156808.56,0,0,M2
POL,Department of Police,PSB 3rd District Patrol,M,56241,223.08,0,P2
POL,Department of Police,PSB 1st District Patrol,M,59053,1361.77,0,P3
POL,Department of Police,PSB 6th District Patrol,M,61120,608.71,0,P3
POL,Department of Police,PSB 2nd District Patrol,M,59053,3031.84,0,P3
POL,Department of Police,PSB 4th District Patrol,M,56241,60.84,0,P2
POL,Department of Police,PSB 1st District Patrol,M,59053,370.12,0,P3
POL,Department of Police,PSB 3rd District Patrol,M,61120,1777.33,0,P3
POL,Department of Police,PSB 5th District Patrol,M,61120,293.86,0,P3
POL,Department of Police,PSB 6th District Patrol,M,59053,1731.89,0,P3
POL,Department of Police,PSB 1st District Patrol,F,59053,3108.89,0,P3
POL,Department of Police,PSB 6th District Patrol,M,59053,0,0,P4
POL,Department of Police,PSB 1st District Patrol,M,59053,1936.74,0,P3
POL,Department of Police,PSB 2nd District Patrol,F,59053,2992.28,0,P3
POL,Department of Police,PSB 3rd District Patrol,M,65476,5378.55,0,P3
POL,Department of Police,PSB 5th District Patrol,F,59053,720.6,0,P3
POL,Department of Police,PSB 1st District Patrol,M,59053,4530.48,0,P3
POL,Department of Police,PSB 2nd District Patrol,M,59053,834.01,0,P3
POL,Department of Police,PSB 6th District Patrol,F,59053,3952.51,0,P3
POL,Department of Police,PSB 2nd District Patrol,F,59053,1907.31,0,P3
POL,Department of Police,FSB Traffic Division Automated Traffic Enforcement Section,M,45316.03,506.57,0,15
POL,Department of Police,PSB 3rd District Patrol,M,59053,2505.57,0,P4
POL,Department of Police,PSB 4th District Patrol,F,59053,2847.26,0,P3
POL,Department of Police,MSB Information Mgmt and Tech Division Warrant Control Section,M,46882.49,3313.38,0,16
POL,Department of Police,PSB 5th District Patrol,F,59053,3920.08,0,P3
POL,Department of Police,PSB 6th District Patrol,M,59053,4045.8,0,P3
POL,Department of Police,PSB 4th District Patrol,M,59053,5033.46,0,P3
POL,Department of Police,PSB 1st District Patrol,M,70139,3857.66,0,P3
POL,Department of Police,PSB 2nd District Patrol,M,59053,4099.53,0,P3
POL,Department of Police,PSB 6th District Patrol,M,59053,2510.63,0,P3
POL,Department of Police,MSB Information Mgmt and Tech Division Warrant Control Section,F,46882.49,794.54,0,16
POL,Department of Police,MSB Communications Division,M,54401.28,14715.5,0,19
POL,Department of Police,FSB Traffic Division School Safety Section,F,18380.18,0,0,10
POL,Department of Police,MSB Communications Division,F,54234.03,6222.16,0,19
POL,Department of Police,MSB Communications Division,F,54401.28,12256.79,0,19
POL,Department of Police,ISB Criminal Investigations Division Forensic Services Section,F,69268.52,1498.73,0,20
POL,Department of Police,FSB Traffic Division School Safety Section,F,18380.18,53.03,0,10
POL,Department of Police,MSB Communications Division,M,54401.27,8673.68,0,19
POL,Department of Police,FSB Traffic Division School Safety Section,F,18380.18,0,0,10
POL,Department of Police,FSB Traffic Division School Safety Section,F,18380.18,0,0,10
POL,Department of Police,FSB Traffic Division School Safety Section,F,18380.18,0,0,10
POL,Department of Police,ISB Criminal Investigations Division Crime Laboratory Section,F,81479.88,176.29,0,25
POL,Department of Police,FSB Traffic Division Automated Traffic Enforcement Section,M,56195.75,1114.51,0,15
POL,Department of Police,MSB Communications Division,M,54401.28,7657.03,0,19
POL,Department of Police,MSB Communications Division,F,54401.28,29375.48,0,19
POL,Department of Police,MSB Communications Division,M,64611.63,18675.17,0,19
POL,Department of Police,MSB Communications Division,F,64611.22,16402.36,0,19
POL,Department of Police,MSB Communications Division,F,60315.65,7626.72,0,19
POL,Department of Police,FSB Traffic Division School Safety Section,F,18380.18,0,0,10
POL,Department of Police,MSB Communications Division,F,54401.27,20724.14,0,19
POL,Department of Police,MSB Communications Division,F,54401.27,9268.18,0,19
POL,Department of Police,MSB Communications Division,F,54401.27,2489.55,0,19
POL,Department of Police,FSB Traffic Division School Safety Section,F,18380.18,0,0,10
POL,Department of Police,MSB Communications Division,M,54401.27,7524.76,0,19
POL,Department of Police,PSB 2nd District Patrol,M,56241,600.18,0,P4
POL,Department of Police,PSB 3rd District Patrol,M,59053,1535.02,0,P3
POL,Department of Police,PSB 3rd District Patrol,M,59053,3006.75,0,P3
POL,Department of Police,PSB 2nd District Patrol,M,59053,2105.27,0,P3
POL,Department of Police,PSB 4th District Patrol,M,59053,1841.05,0,P3
POL,Department of Police,PSB 6th District Patrol,M,59053,1576.89,0,P3
POL,Department of Police,PSB 3rd District Patrol,M,59053,962.51,0,P3
POL,Department of Police,PSB 4th District Patrol,M,59053,746.16,0,P3
POL,Department of Police,PSB 2nd District Patrol,M,59053,5586.64,0,P3
POL,Department of Police,PSB 2nd District Patrol,F,59053,3558.41,0,P3
POL,Department of Police,PSB 3rd District Patrol,M,56241,71.05,0,P2
POL,Department of Police,PSB 2nd District Station,M,59053,40.56,0,P3
POL,Department of Police,PSB 3rd District Patrol,M,65476,2883.88,0,P3
POL,Department of Police,PSB 4th District Patrol,M,70139,4166.33,0,P3
POL,Department of Police,PSB 5th District Patrol,M,70139,72.27,0,P3
POL,Department of Police,PSB 1st District Patrol,M,56241,0,0,P4
POL,Department of Police,PSB 3rd District Patrol,F,59053,1107.23,0,P3
POL,Department of Police,MSB Communications Division,M,52561.82,7006.01,0,19
POL,Department of Police,PSB 2nd District Patrol,F,59053,2560.52,0,P3
POL,Department of Police,PSB 4th District Patrol,M,59053,2328.03,0,P3
POL,Department of Police,PSB 2nd District Patrol,M,59053,3161.81,0,P3
POL,Department of Police,PSB 3rd District Patrol,M,59053,3942.47,0,P3
POL,Department of Police,PSB 4th District Patrol,F,59053,6137.93,0,P3
POL,Department of Police,PSB 4th District Patrol,M,61120,1680.47,0,P3
POL,Department of Police,PSB 3rd District Patrol,M,59053,383.95,0,P3
POL,Department of Police,PSB 2nd District Patrol,M,59053,313.32,0,P3
POL,Department of Police,PSB 3rd District Patrol,M,59053,770.64,0,P3
POL,Department of Police,FSB Traffic Division School Safety Section,F,18380.18,0,0,10
POL,Department of Police,FSB Traffic Division School Safety Section,F,18380.18,0,0,10
POL,Department of Police,MSB Communications Division,F,41971,403.6,0,15
POL,Department of Police,FSB Traffic Division School Safety Section,F,18380.18,0,0,10
POL,Department of Police,FSB Traffic Division School Safety Section,M,18380.18,0,0,10
POL,Department of Police,FSB Traffic Division Automated Traffic Enforcement Section,M,85771.18,0,0,23
POL,Department of Police,FSB Traffic Division Automated Traffic Enforcement Section,F,45315.99,47.37,0,15
POL,Department of Police,MSB Communications Division,F,54401.27,14267.1,0,19
POL,Department of Police,MSB Communications Division,F,54401.27,10448.19,0,19
POL,Department of Police,MSB Communications Division,M,54401.27,7311.18,0,19
POL,Department of Police,MSB Communications Division,F,47783.29,17034.94,0,17
POL,Department of Police,MSB Information Management and Technology DivisioinCrime Analysis Section,F,96421.75,0,0,M3
POL,Department of Police,MSB Personnel Division Background Section,M,90303.46,0,0,21
POL,Department of Police,MSB Communications Division,F,49455.71,10305.9,0,17
POL,Department of Police,PSB 2nd District Patrol,F,52000,3525,0,16
POL,Department of Police,PSB 3rd District Patrol,M,64541,4468.39,0,P2
POL,Department of Police,PSB 3rd District Patrol,M,54339,4156.97,0,P2
POL,Department of Police,PSB 1st District Patrol,M,54339,1216.34,0,P2
POL,Department of Police,PSB 5th District Patrol,F,54339,2566.91,0,P2
POL,Department of Police,MSB Information Management and Technology Division Data Systems Section,M,43178.13,0,0,14
POL,Department of Police,PSB 3rd District Patrol,M,54339,7446.05,0,P2
POL,Department of Police,PSB 6th District Patrol,F,54339,6760.17,0,P2
POL,Department of Police,PSB 5th District Patrol,M,58209,1742.17,0,P2
POL,Department of Police,PSB 4th District Patrol,M,54339,705.42,0,P2
POL,Department of Police,PSB 4th District Patrol,M,54339,1763.54,0,P4
POL,Department of Police,PSB 3rd District Patrol,M,54339,1038.54,0,P2
POL,Department of Police,FSB Security Services Division,F,54339,57.25,0,15
POL,Department of Police,PSB 4th District Patrol,M,54339,1214.88,0,P2
POL,Department of Police,PSB 1st District Patrol,M,60247,2911.06,0,P2
POL,Department of Police,PSB 3rd District Patrol,M,54339,2664.9,0,P2
POL,Department of Police,PSB 4th District Patrol,M,54339,2449.34,0,P2
POL,Department of Police,PSB 4th District Patrol,F,54339,6074.29,0,P2
POL,Department of Police,PSB 3rd District Patrol,M,54339,5569.88,0,P2
POL,Department of Police,FSB Traffic Division School Safety Section,F,17758.63,0,0,10
POL,Department of Police,FSB Traffic Division School Safety Section,F,17758.63,0,0,10
POL,Department of Police,MSB Communications Division,M,52561.83,8516.77,0,19
POL,Department of Police,MSB Communications Division,M,52561.83,40466.43,0,19
POL,Department of Police,MSB Communications Division,M,52561.83,6513.78,0,19
POL,Department of Police,PSB 2nd District Patrol,M,54339,39.19,0,P4
POL,Department of Police,FSB Traffic Division School Safety Section,M,17758.63,0,0,10
POL,Department of Police,FSB Traffic Division School Safety Section,F,17758.63,0,0,10
POL,Department of Police,FSB Traffic Division School Safety Section,F,17758.63,204.93,0,10
POL,Department of Police,MSB Personnel Division,F,17758.63,0,0,10
POL,Department of Police,PSB 2nd District Patrol,M,54339,999.34,0,P2
POL,Department of Police,MSB Personnel Division,F,17758.63,0,0,10
POL,Department of Police,PSB 2nd District Patrol,F,54339,2263.19,0,P2
POL,Department of Police,ISB Criminal Investigations Division Forensic Services Section,F,58074.58,7691.85,0,20
POL,Department of Police,Management Services Bureau,M,125154,0,0,M3
POL,Department of Police,FSB Traffic Division School Safety Section,M,17758.63,0,0,10
POL,Department of Police,FSB Traffic Division School Safety Section,F,17758.63,0,0,10
POL,Department of Police,Patrol Services Bureau,M,54339,1469.57,0,P2
POL,Department of Police,PSB 2nd District Patrol,M,54339,681.84,0,P2
POL,Department of Police,PSB 3rd District Patrol,F,54339,2937.55,0,P2
POL,Department of Police,PSB 5th District Patrol,M,54339,1759.94,0,P2
POL,Department of Police,MSB Communications Division,M,52561.82,10594.38,0,19
POL,Department of Police,PSB 5th District Patrol,M,54339,1047.87,0,P2
POL,Department of Police,PSB 4th District Patrol,F,54339,4860.9,0,P2
POL,Department of Police,PSB 4th District Patrol,M,64541,232.73,0,P4
POL,Department of Police,PSB 4th District Patrol,M,54339,833.03,0,P4
POL,Department of Police,PSB 3rd District Patrol,M,54339,5124.98,0,P2
POL,Department of Police,PSB 4th District Patrol,M,54339,2375.32,0,P2
POL,Department of Police,PSB 3rd District Station,M,54339,6427.02,0,P2
POL,Department of Police,PSB 4th District Patrol,F,58209,0,0,P2
POL,Department of Police,PSB 4th District Patrol,F,54339,6289.53,0,P2
POL,Department of Police,HQ Office of the Chief,F,84663,0,0,25
POL,Department of Police,FSB Traffic Division School Safety Section,F,17758.59,0,0,10
POL,Department of Police,PSB 3rd District Patrol,M,54339,744.6,0,P2
POL,Department of Police,MSB Communications Division,M,47783.48,20677.41,0,17
POL,Department of Police,FSB Traffic Division School Safety Section,M,17758.59,0,0,10
POL,Department of Police,MSB Communications Division,F,52561.82,6416.55,0,19
POL,Department of Police,MSB Communications Division,F,46167.61,3044.55,0,21
POL,Department of Police,MSB Management and Budget Division,M,79371.56,457.92,0,23
POL,Department of Police,FSB Traffic Division School Safety Section,F,17758.59,0,0,10
POL,Department of Police,FSB Traffic Division School Safety Section,F,17758.59,0,0,10
POL,Department of Police,FSB Traffic Division School Safety Section,F,17758.59,0,0,10
POL,Department of Police,FSB Traffic Division School Safety Section,F,17758.59,0,0,10
POL,Department of Police,FSB Traffic Division School Safety Section,F,17758.59,0,0,10
POL,Department of Police,FSB Traffic Division Automated Traffic Enforcement Section,M,48568.75,280.22,0,15
POL,Department of Police,MSB Communications Division,F,46167.62,8051.31,0,17
POL,Department of Police,MSB Communications Division,F,50784.38,8944.32,0,19
POL,Department of Police,FSB Traffic Division Automated Traffic Enforcement Section,M,53170,230.09,0,15
POL,Department of Police,FSB Traffic Division Automated Traffic Enforcement Section,M,53681.25,0,0,15
POL,Department of Police,MSB Communications Division,F,52561.82,6071.54,0,19
POL,Department of Police,FSB Traffic Division Automated Traffic Enforcement Section,M,57260,0,0,15
POL,Department of Police,MSB Information Management and Technology Division,M,60736.5,832.29,0,19
POL,Department of Police,MSB Training and Education Division,F,52500,208.24,0,P1
POL,Department of Police,MSB Personnel Division,M,79755,0,0,23
POL,Department of Police,ISB Criminal Investigations Division Forensic Services Section,F,52459.36,1106.63,0,20
POL,Department of Police,MSB Training and Education Division,M,85890,2786.15,0,20
POL,Department of Police,MSB Personnel Division,M,17158.06,0,0,10
POL,Department of Police,MSB Training and Education Division,F,17158.06,0,0,10
POL,Department of Police,MSB Training and Education Division,F,17158.06,0,0,10
POL,Department of Police,MSB Training and Education Division,F,17158.06,0,0,10
POL,Department of Police,MSB Training and Education Division,M,52500,148.5,0,P1
POL,Department of Police,MSB Training and Education Division,M,17158.06,24.75,0,10
POL,Department of Police,MSB Training and Education Division,F,52500,0,0,P1
POL,Department of Police,PSB 4th District Patrol,M,52500,511.2,0,P2
POL,Department of Police,PSB 5th District Patrol,F,52500,1419.92,0,P2
POL,Department of Police,PSB 3rd District Patrol,M,52500,2082.52,0,P2
POL,Department of Police,PSB 5th District Patrol,M,52500,2726.18,0,P2
POL,Department of Police,PSB 2nd District Patrol,M,52500,1382.08,0,P2
POL,Department of Police,PSB 6th District Patrol,M,52500,1514.56,0,P2
POL,Department of Police,PSB 3rd District Patrol,M,52500,227.21,0,P2
POL,Department of Police,PSB 4th District Patrol,M,52500,2498.98,0,P2
POL,Department of Police,PSB 6th District Patrol,F,52500,965.56,0,P2
POL,Department of Police,HQ Office of the Chief,M,52500,672.09,0,P4
POL,Department of Police,PSB 5th District Patrol,M,52500,1022.33,0,P2
POL,Department of Police,PSB 3rd District Patrol,M,52500,605.81,0,P2
POL,Department of Police,PSB 1st District Patrol,M,52500,416.53,0,P2
POL,Department of Police,PSB 3rd District Patrol,M,52500,4221.83,0,P2
POL,Department of Police,PSB 4th District Patrol,F,52500,3237.37,0,P2
POL,Department of Police,PSB 4th District Patrol,M,52500,1495.65,0,P2
POL,Department of Police,PSB 1st District Patrol,M,52500,1003.43,0,P2
POL,Department of Police,PSB 3rd District Patrol,M,52500,37.87,0,P2
POL,Department of Police,PSB 3rd District Patrol,F,52500,1400.97,0,P2
POL,Department of Police,MSB Communications Division,F,50784.91,5471.1,0,19
POL,Department of Police,MSB Communications Division,F,50784.91,6239.57,0,19
POL,Department of Police,FSB Traffic Division School Safety Section,F,17158.06,0,0,10
POL,Department of Police,MSB Communications Division,F,46168.1,8236.26,0,17
POL,Department of Police,FSB Traffic Division School Safety Section,F,17158.06,0,0,10
POL,Department of Police,ISB Criminal Investigations Division Forensic Services Section,F,52459.36,4672.33,0,20
POL,Department of Police,FSB Traffic Division School Safety Section,F,17158.06,0,0,10
POL,Department of Police,FSB Traffic Division School Safety Section,F,17158.06,0,0,10
POL,Department of Police,FSB Traffic Division School Safety Section,F,17158.06,0,0,10
POL,Department of Police,MSB Training and Education Division,M,83845,483.74,0,20
POL,Department of Police,FSB Traffic Division Automated Traffic Enforcement Section,M,57515.63,0,0,15
POL,Department of Police,FSB Traffic Division School Safety Section,F,17158.06,0,0,10
POL,Department of Police,FSB Traffic Division School Safety Section,M,17158.57,0,0,10
POL,Department of Police,Patrol Services Bureau,M,54339,1861.52,0,P2
POL,Department of Police,PSB 4th District Patrol,M,52500,927.66,0,P2
POL,Department of Police,PSB 6th District Patrol,F,52500,1154.88,0,P2
POL,Department of Police,PSB 3rd District Patrol,M,56241,1673.1,0,P2
POL,Department of Police,MSB Training and Education Division,M,52500,0,0,P1
POL,Department of Police,PSB 2nd District Patrol,F,52500,984.46,0,P2
POL,Department of Police,PSB 5th District Patrol,M,52500,0,0,P2
POL,Department of Police,Patrol Services Bureau,F,52500,624.77,0,P2
POL,Department of Police,Patrol Services Bureau,M,52500,851.94,0,P2
POL,Department of Police,MSB Training and Education Division,M,52500,302.92,0,P1
POL,Department of Police,PSB 4th District Patrol,M,52500,1098.16,0,P2
POL,Department of Police,PSB 2nd District Patrol,M,60247,825.54,0,P2
POL,Department of Police,MSB Personnel Division,M,80000,755.28,0,23
POL,Department of Police,PSB 6th District Patrol,F,52500,416.57,0,P2
POL,Department of Police,MSB Training and Education Division,M,52500,0,0,P1
POL,Department of Police,Patrol Services Bureau,M,52500,908.74,0,P2
POL,Department of Police,Patrol Services Bureau,M,52500,284.01,0,P2
POL,Department of Police,PSB 6th District Patrol,M,52500,1457.77,0,P2
POL,Department of Police,Patrol Services Bureau,F,52500,1090.5,0,P2
POL,Department of Police,MSB Training and Education Division,M,52500,0,0,P1
POL,Department of Police,Patrol Services Bureau,M,52500,302.93,0,P2
POL,Department of Police,Patrol Services Bureau,M,52500,700.52,0,P2
POL,Department of Police,Patrol Services Bureau,M,52500,397.57,0,P2
POL,Department of Police,Patrol Services Bureau,M,52500,643.72,0,P2
POL,Department of Police,MSB Training and Education Division,M,52500,142,0,P1
POL,Department of Police,Patrol Services Bureau,M,52500,473.29,0,P2
POL,Department of Police,Patrol Services Bureau,M,52500,605.84,0,P2
POL,Department of Police,MSB Communications Division,F,46168.1,6814.58,0,17
POL,Department of Police,MSB Communications Division,F,46168.1,10757.9,0,17
POL,Department of Police,MSB Communications Division,F,41971,958.55,0,21
POL,Department of Police,MSB Communications Division,F,46168.1,6724.05,0,17
POL,Department of Police,MSB Communications Division,M,41971,857.65,0,21
POL,Department of Police,ISB Criminal Investigations Division Crime Laboratory Section,F,115000,0,0,26
POL,Department of Police,FSB Security Services Division,M,49162,1093.09,0,15
POL,Department of Police,FSB Security Services Division,M,68575,2398.04,0,15
POL,Department of Police,FSB Security Services Division,M,48162,551.25,0,15
POL,Department of Police,FSB Security Services Division,F,52593.7,2024.33,0,15
POL,Department of Police,FSB Traffic Division School Safety Section,M,17158,0,0,10
POL,Department of Police,PSB 2nd District Patrol,M,62358,2188.7,0,P2
POL,Department of Police,HQ Office of the Chief,M,56241,2200.38,0,P2
POL,Department of Police,PSB 3rd District Patrol,M,60247,1401.25,0,P2
POL,Department of Police,MSB Training and Education Division,M,17158,74.25,0,10
POL,Department of Police,MSB Training and Education Division,M,85000,1716.4,0,20
POL,Department of Police,FSB Security Services Division,F,46895.28,0,0,15
POL,Department of Police,MSB Information Management and Technology Division,M,81000,131.45,0,19
POL,Department of Police,ISB Criminal Investigations Division Forensic Services Section,F,60199.18,1910.22,0,20
POL,Department of Police,MSB Communications Division,F,46168.1,2389.33,0,17
POL,Department of Police,MSB Communications Division,F,46168.1,2991.71,0,17
POL,Department of Police,MSB Communications Division,M,46168.1,2514.94,0,17
POL,Department of Police,MSB Communications Division,F,46168.1,2673.13,0,17
POL,Department of Police,MSB Communications Division,F,46168.1,2799.01,0,17
POL,Department of Police,MSB Communications Division,F,41971,211.89,0,21
POL,Department of Police,MSB Communications Division,F,41971,1132.51,0,21
POL,Department of Police,MSB Training and Education Division,M,52500,0,0,P1
POL,Department of Police,MSB Management and Budget Division Abandoned Vehicle Section,M,43765,1262.5,0,16
POL,Department of Police,MSB Information Management and Technology DivisioinCrime Analysis Section,M,87000,0,0,25
POL,Department of Police,ISB Criminal Investigations Division Forensic Services Section,F,58074.58,1898.6,0,20
POL,Department of Police,MSB Communications Division,F,41971,1220.89,0,15
POL,Department of Police,MSB Communications Division,M,100000,0,0,26
POL,Department of Police,MSB Communications Division,F,41971,845.04,0,15
POL,Department of Police,MSB Communications Division,F,41971,953.5,0,21
POL,Department of Police,MSB Communications Division,M,41971,0,0,21
POL,Department of Police,MSB Training and Education Division,M,58209,41.98,0,P1
POL,Department of Police,MSB Training and Education Division,M,52500,56.8,0,P1
POL,Department of Police,MSB Training and Education Division,F,52500,0,0,P1
POL,Department of Police,MSB Training and Education Division,M,52500,0,0,P1
